Slot,wind0,wind1,wind2,wind4,wind5,wind6,wind7,wind8,wind9,wind10,wind11,wind18,wind23,wind24,wind35,wind36,wind37,wind38,wind39,wind43,wind44,wind47,wind50,wind51,wind52,wind53,wind54,wind58,wind59,wind60,wind61,wind62,wind72,wind73,wind74,wind75,wind76,wind77,wind78,wind79,wind83,wind84,wind85,wind86,wind87,wind88,wind89,wind90,wind91,wind92,wind93,wind94,wind95,wind96,wind97,wind98,wind99,wind100,wind101,wind104,wind105,wind106,wind107,wind108,wind110,wind111,wind112,wind113,wind117,wind118,wind119,wind125,wind150,wind159,wind160,wind165,wind166,wind167,wind168,wind179,wind180,wind181,wind204,wind205,wind209,wind210,wind241,solar109,solar21,solar22,solar286,solar287,solar288,solar289,solar290,solar291,solar3,solar362,solar363,solar364,solar365,solar433,solar434,solar435,solar436,solar437,solar438,solar509,solar530
1,4.94645289195624,2.8954208884617,2.35277644179533,16.8380034023252,4.21972284621537,10.4822563451419,78.7455733774245,7.59583793125952,0.10149455089538,31.2817413890639,11.3168564008235,10.1139801211984,12.0273060458262,4.57777966806809,0.103210132655969,9.74742935710867,21.2443093644122,3.40260166858812,0.803272230933626,15.4921059495978,22.4478504287506,6.14741592017124,9.56346658064055,20.4455116658848,12.8190172114815,3.63859377831129,62.5283853049317,5.77710375663963,1.02971790957728,8.18625738113084,0.517254120077644,7.75881180116466,14.0329956717069,93.4140501440021,1.21992182802346,84.0374894302569,29.7438132629633,125.993552230886,22.2357203150173,34.3779733531497,39.6415864981556,102.26619631137,102.26619631137,102.26619631137,26.3044313852683,26.3044313852683,26.3044313852683,26.3044313852683,13.2401802317394,9.6449119566292,47.2557593799161,55.1344297555094,43.3508203410281,1.27612034324545,16.0926404339214,21.4568539119805,125.993552230886,0.661954952381037,23.9543678580472,12.5760431254897,11.8795572429172,11.8795572429172,10.7350340746059,20.4476839516668,32.4041184237725,4.39093796968894,20.8088172998474,45.3496538540988,3.29157720394133,2.97586334301226,124.249587877046,112.070734956358,107.983313923019,115.867671234543,156.532895338804,123.879797436497,90.6254861165538,120.037451262339,115.654518944439,112.967300836568,54.2246909839265,61.5325673262924,34.4912122608905,79.0252414737717,77.0057818124554,91.9358457898424,52.6803617084063,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
2,4.8438727197308,2.89238767795957,2.25932963541725,16.8203640984414,4.13221369456153,10.4712752507916,79.7745147465706,7.58788061649193,0.0743618159351121,31.810789669901,11.5082512259557,11.5025317948813,12.014706374666,4.39596091015978,0.075618767899268,9.73721805923729,21.5219014603788,3.75137854629028,0.885610044150319,15.4356551729745,22.3660540226834,6.12501571171308,9.30452433493636,20.860599580707,12.665765776502,3.67420495827748,60.7841092882315,5.70803844328849,1.02596578085672,8.15642795780835,0.524170206184952,7.86255309277428,13.9818616615065,93.1247194704757,1.09568627029352,84.3008296593012,28.663711402152,127.397143642396,23.1241340148527,32.9644383418507,38.0116250736494,100.982945787992,100.982945787992,100.982945787992,25.865208822595,25.865208822595,25.865208822595,25.865208822595,12.6957776248384,9.51567556101046,48.0772205192095,56.4344008425209,44.8378725394916,0.971345152737224,16.4728653519887,21.9638204692895,127.397143642396,0.503860578454223,24.4687131975067,12.846074428691,11.6811963850034,11.6811963850034,11.163945358149,21.2646578250826,31.0717433174477,3.94376945848242,19.953211546264,44.9230063599484,2.95636643850743,2.67280454559428,125.756307666939,115.320860788475,108.391185302751,117.272747229343,158.37377568194,125.382032942258,90.700155175807,120.490853173258,117.43058124863,116.243427674818,55.4611550456224,62.6890780254708,34.9764667126318,79.9760832674856,78.9763845376422,93.3246192708543,54.1697511881781,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
3,4.63051487312516,2.8609518273354,2.13709074324528,16.6375523483973,3.95020226143375,10.3574684304986,78.565206871256,7.5054119061599,0.0619745307845978,31.4914496808362,11.392722977258,12.8571628784321,11.8841248078612,4.15812160451557,0.0630220981041539,9.63138932309406,21.1956493358061,4.05662159959205,0.957670570853064,15.6826997202476,22.7240182054537,6.22304535258715,9.13151080686546,21.1044788008113,12.6268844866811,3.67188904318334,57.6970312718383,5.69051594200115,1.04238615621457,8.28696994188278,0.519562386693934,7.79343580040474,14.2056385368914,89.7445011001065,0.964616156678898,82.646188432984,26.3342789392149,126.504422437661,23.1594605371677,30.474075604121,35.1399627779323,98.4582855188822,98.4582855188822,98.4582855188822,25.3065087868998,25.3065087868998,25.3065087868998,25.3065087868998,11.7366503618286,9.49767976183667,47.4977422641631,56.6380541724586,45.1576127750723,0.722941520226362,16.3707962136356,21.8277282848475,126.504422437661,0.375007515653882,24.4627516901881,12.842944637353,11.4288773381511,11.4288773381511,11.18100041263,21.2971436430275,28.7243679139204,3.47200091943496,18.4458072938545,43.6872508777503,2.60271476330875,2.35307361078782,124.299703459941,115.877729764874,107.272362155247,115.914406003995,156.32162743233,123.929763865982,89.0758479908353,119.24713621198,117.326980291205,116.804751603389,55.8739757618607,62.6307348250612,34.4281859619763,79.6712430676168,78.618031330342,92.2625745086171,55.8425078930995,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
4,4.44733036245006,2.94454265572618,2.02779127876744,17.1236656656171,3.79393111488806,10.6600912701722,78.8374461581762,7.72470381894682,0.0773719289212045,31.3746798559682,11.3504789306535,14.1020450223559,12.2313532469224,3.94545844735499,0.0786797613995639,9.91279770072688,21.2690951865256,4.37498195945301,1.03282777743243,15.6572642386902,22.6871625392705,6.21295231006834,9.12805203140499,22.0770885016959,13.0571231699879,3.77784957015813,57.4992993634388,5.88441017525656,1.04069552932828,8.27352945812974,0.530911539519866,7.96367309279369,14.1825986736256,88.392213833681,0.930402951221362,82.2893916704474,24.218220343594,127.595220307081,23.2545306053451,28.6559060047459,33.0434131442758,98.3403888163794,98.3403888163794,98.3403888163794,25.6163628479266,25.6163628479266,25.6163628479266,25.6163628479266,11.0364085838089,9.41054678821321,48.4148647375934,57.6525576529852,45.9618328960913,0.69876195081813,16.5243760727164,22.0325014303171,127.595220307081,0.362464979362954,24.4831574861391,12.8536576802359,11.5688130394992,11.5688130394992,11.2268986522855,21.3845688615657,27.0105908274329,3.34885527235655,17.3452782247325,43.2223680845401,2.51040113749949,2.26961430902759,124.558658530394,117.918746320222,108.505225604946,116.155891883328,157.417584742337,124.187948236926,89.7693617931795,120.617623752739,119.474825249959,118.862096291251,56.5422419923798,63.3748381316269,34.480062786097,80.9882479940713,79.6651319037323,92.527388421111,59.9512563349581,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
5,4.28721581159635,3.05316672878019,1.95709082904359,17.7553570784619,3.65734050278943,11.0533416551198,79.9215898156392,8.00966786602959,0.0723824670854069,31.3711046598445,11.3491855250105,14.8548932933757,12.6825674299492,3.80789710684847,0.0736059617382647,10.2784804526504,21.5615799862239,4.61937849581427,1.09052390825599,14.5124252280147,21.0283064121648,5.75866923306705,9.12639718289344,23.3252699648079,13.8235906599832,3.86713629518829,58.6450764926651,6.22983152411266,0.964601211566396,7.66857963197025,0.55809336294526,8.3714004441789,13.1455853112644,88.9304315269717,0.914749052203519,83.2152072751475,23.0516714581371,129.260037670553,23.3366343480559,27.7349455254485,31.9814443618351,99.3346796408556,99.3346796408556,99.3346796408556,26.712104419932,26.712104419932,26.712104419932,26.712104419932,10.6817139481423,9.02054109514456,50.0446365158219,58.8823299215782,46.0956925081513,0.725881466748443,17.0265014158168,22.7020018876978,129.260037670553,0.376532538093173,24.612934533414,12.9217906300336,12.0636697629642,12.0636697629642,11.2665369669036,21.4600704130875,26.1425084617819,3.29251125259453,16.7878254000429,42.8792484652901,2.46816399083204,2.23142836694488,125.519199800015,120.207334609666,110.298390663031,117.051634733806,159.765535962742,125.145630752388,92.1157341102154,122.610959161128,121.872792340872,121.1689932871,57.3552507995156,64.1782990318713,34.992405993377,82.3977258990152,81.4661057378828,93.6092323013991,64.3717191907092,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
6,4.28732943722482,3.11658542743389,1.84394526486092,18.1241615820893,3.65743743460393,11.2829355835437,81.013760036976,8.17604027795429,0.0560533509012685,30.9604662424771,11.2006280663912,15.2426366908461,12.9460027394112,3.58775062201143,0.057000831387466,10.4919793907943,21.8562302258305,5.30619702270524,1.25266520602308,12.8568693562347,18.629428512231,5.1017288173454,8.98521833834381,24.0912551931787,14.9696920632017,3.87989701415893,58.8890900921564,6.74634122315889,0.854560940928875,6.79375948038866,0.580434958064366,8.70652437096549,11.6459565029803,89.4972976873129,0.857273603359049,83.9185055582267,21.8463172802619,129.730812338665,22.8272492118898,27.1558540549695,31.3136881686662,99.927940393736,99.927940393736,99.927940393736,28.032534422679,28.032534422679,28.032534422679,28.032534422679,10.4586852268099,8.538142587079,50.5116684384466,59.7457692611383,45.2837144090574,0.735162586274066,17.4195754228788,23.2261005638384,129.730812338665,0.381346882654402,24.691970476818,12.9632845003142,12.6599998479582,12.6599998479582,11.0206143380396,20.9916463581374,25.596666262366,3.08563641450876,16.4373041961027,42.1655057858629,2.31308448258196,2.09122341494467,125.232309718985,121.34777549539,111.148993316239,116.784098349189,159.694315878096,124.859594511995,94.0292547459126,123.556514273451,123.31774529112,122.31855769952,57.3529832226863,63.7776494211055,35.0898555885031,82.2096930588519,81.7438051078444,93.8184575848263,67.4571604945821,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
7,4.29007587393528,3.05195908884352,1.69090156779099,17.748334180448,3.65978036639085,11.0489696511941,80.3883862340363,8.00649974725927,0.0666637367589544,29.9731833932841,10.843456830543,15.2033094926715,12.6775510072376,3.28997463603209,0.067790566621904,10.2744149348869,21.6875142717454,6.43058423752692,1.51810592299609,11.6496276908135,16.880151788566,4.62268376962371,8.82086383284864,23.5162381245582,15.2153449087465,3.74465548842713,57.5178184028678,6.85704877221857,0.774318889383956,6.15583517060778,0.580638929895095,8.70958394844348,10.5524178245482,88.5068677381929,0.757314784703458,82.547834428841,20.5142318684299,126.835076654793,21.2816209443528,25.9324987288881,29.9030248500318,98.1680338970637,98.1680338970637,98.1680338970637,28.4855873273121,28.4855873273121,28.4855873273121,28.4855873273121,9.98752758062614,7.95998170514739,49.2649026148028,58.7938765883305,43.3677274473234,0.698521011708074,17.1326283683629,22.843504491179,126.835076654793,0.362339998331341,23.9530453044304,12.5753487848196,12.8646067384989,12.8646067384989,10.2744108472439,19.5703063757879,24.4435514334059,2.72584862962249,15.6968132656958,40.3309825856609,2.04337689864378,1.84738501693268,122.073533563094,118.626258028563,109.616915627065,113.8384142353,155.942383895579,121.710219474639,92.9189683383318,121.853411319752,120.838003916545,119.575268092634,56.1214378906612,61.6429387952243,33.996776195176,79.9264786057881,79.7261301514156,91.6054528027393,67.6630485933437,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
8,4.63707976396097,3.06490337366188,1.60681662411743,17.8236102526414,3.95580264224003,11.0958316850787,81.5597362629476,8.04045774280112,0.0826214027265386,29.8752066622217,10.8080115980303,15.5924924896765,12.7313203489319,3.12637118493158,0.0840179680623657,10.3179918471106,22.0035259702299,7.33769101022725,1.73225196533876,11.30862948002,16.3860500275147,4.48737241579477,9.12584138375903,23.5294429680348,14.9754789507688,3.69929764727343,57.3495778231701,6.7489491804716,0.751653670987825,5.97564668435473,0.592004205324546,8.88006307983794,10.2435362282268,91.706738067457,0.729567025226378,83.7903196805822,20.012614939379,128.438750060705,20.6837335054854,25.5575191799401,29.470632164503,99.4137559638925,99.4137559638925,99.4137559638925,30.0256764902063,30.0256764902063,30.0256764902063,30.0256764902063,9.84310961973005,7.54335541008721,50.43912973993,60.0026430402726,43.3388470958086,0.721618518525716,17.1867476468244,22.9156635290415,128.438750060705,0.374321242189809,24.0653059705127,12.6342856344695,13.5601388753832,13.5601388753832,9.98576078608211,19.0204967353616,24.0901018107722,2.62597445091319,15.4698399986965,39.9492425463752,1.96850825505404,1.77969745008923,123.512494972422,118.919850663056,111.853989314384,115.180302851263,159.510855560134,123.144898260966,94.5980856852797,124.340208714343,121.561354713864,119.871209468305,56.9022979698809,62.3300390388507,34.6365216019392,81.271088979687,81.5921172988971,92.9449820022566,68.6487731377481,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
9,4.89911009140619,3.06498454302982,1.47945546145694,17.8240822842983,4.17933562299732,11.0961255415403,80.9095854675065,8.04067068226891,0.0607967648263432,29.4235856659512,10.6446277921845,15.8964942716748,12.7316575188313,2.87856551560312,0.0618244241431901,10.3182651036386,21.8281255758035,7.54614497366006,1.78146292112029,10.8215789010182,15.6803203751144,4.29410608436274,9.27909596773348,23.7856877491305,13.9917638705427,3.64033876286001,56.5257689891879,6.30562158434051,0.719280751150645,5.7182819716465,0.59197150428901,8.87957256433516,9.80235807667367,94.780826158101,0.733682380617097,84.6363016576851,19.3154181815439,129.330543734509,20.5077292713816,25.1455008778845,28.9955297204593,99.5645472014279,99.5645472014279,99.5645472014279,31.5225152040052,31.5225152040052,31.5225152040052,31.5225152040052,9.68442671773756,7.0844289695443,51.9340492748351,60.957782629006,42.8374187507156,0.778507902485862,17.1228459167296,22.830461222248,129.330543734509,0.403831162355139,24.0037307196318,12.601958627859,14.2361383267192,14.2361383267192,9.9007888839783,18.8586454932421,23.7017400619298,2.64078709695756,15.2204473575023,39.0884755537479,1.97961225342764,1.78973640092119,124.380848911122,118.413744117363,112.679106037662,115.990077357514,162.475222224968,124.010667812656,95.959198924738,125.257432912251,121.270481081929,119.361054070714,57.0967930610483,63.0989399989169,35.3363844206955,82.9048361597898,83.494002042548,93.8794292582923,69.2337341067166,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
10,4.96860631970927,3.00784923747104,1.33580787763329,17.4918181656533,4.2386215049653,10.8892793031925,78.3479095503887,7.89078210375403,0.0438581309913214,28.4629098976807,10.2970822517885,15.5432310471405,12.4943228333567,2.59907147744423,0.0445994733482695,10.1259191974296,21.1370259578381,7.08597385057301,1.67282761183304,10.0236151969406,14.5240818406571,3.97746644902745,8.90640812161211,24.2200047948948,12.8733081712343,3.59222627668503,55.4062485743016,5.80157088249485,0.666242286268994,5.29662617584109,0.585433166726842,8.78149750088534,9.07954987726894,95.3587342808494,0.762383422129006,84.582921801781,18.5208555807916,127.730409076805,19.8588769561938,24.2664011489141,27.981830989938,98.1275175962906,98.1275175962906,98.1275175962906,32.4846705415937,32.4846705415937,32.4846705415937,32.4846705415937,9.34585414588006,7.01921775394342,52.2781273663491,60.7350442274933,41.0929138096116,0.921034817053292,16.8742414913443,22.4989886550681,127.730409076805,0.477763372151749,23.3144176818531,12.2400692829556,14.670665089213,14.670665089213,9.58753383241745,18.261969204617,22.8731149586058,2.74409248100425,14.6883326379971,37.7992349136382,2.05705303020466,1.85974939305369,122.894760571212,115.753606157086,111.900141970881,114.604241008329,161.787080892952,122.529002354503,95.3592911178929,124.391513374902,118.649483108386,116.679635006923,56.5872110512796,62.7875690828192,35.0226295239536,82.8149117334698,81.7047097025494,92.7630181208567,69.0188619491137,1.55205094991007e-13,4.34290872871546e-05,0.0374614581804443,5.0091182976043e-05,0,0.000524926599050941,0.000461872437600904,0,0.00278374693391991,0.00263333600297666,0,0,0.000158227714095641,2.04933632843309e-08,0.00252035163051148,0.00435796453638826,0.0054779557334701,0.00423100037782627,0.00389177685521088,0.00955875220811519,0.000612577777269474,0.00505052240367233
